; ------------------------------------------------
; |       SCELBI'S GALAXY GAME       |
; |           FOR THE 8080           |
; ------------------------------------------------
+ Print Program Bytes and description.
++ Address:16-bit bytes       databyte :hex:oct > description
++     406:00000001 10010110: 00100000 : 20:040 > databyte:  :   : 32
++     407:00000001 10010111: 00100000 : 20:040 > databyte:  :   : 32
++     408:00000001 10011000: 00100000 : 20:040 > databyte:  :   : 32
++     409:00000001 10011001: 00100000 : 20:040 > databyte:  :   : 32
++     410:00000001 10011010: 00100000 : 20:040 > databyte:  :   : 32
++     411:00000001 10011011: 00100000 : 20:040 > databyte:  :   : 32
++     412:00000001 10011100: 00100000 : 20:040 > databyte:  :   : 32
++     413:00000001 10011101: 00100000 : 20:040 > databyte:  :   : 32
++     414:00000001 10011110: 00100000 : 20:040 > databyte:  :   : 32
++     415:00000001 10011111: 00100000 : 20:040 > databyte:  :   : 32
++     416:00000001 10100000: 00100000 : 20:040 > databyte:  :   : 32
++     417:00000001 10100001: 00100000 : 20:040 > databyte:  :   : 32
++     418:00000001 10100010: 00100000 : 20:040 > databyte:  :   : 32
++     419:00000001 10100011: 00100000 : 20:040 > databyte:  :   : 32
++     420:00000001 10100100: 00100000 : 20:040 > databyte:  :   : 32
++     421:00000001 10100101: 00100000 : 20:040 > databyte:  :   : 32
++     422:00000001 10100110: 00100000 : 20:040 > databyte:  :   : 32
++     423:00000001 10100111: 00000000 : 00:000 > dbbyte: 0
++     424:00000001 10101000: 00100000 : 20:040 > databyte:  :   : 32
++     425:00000001 10101001: 01010011 : 53:123 > databyte:  : S : 83
++     426:00000001 10101010: 01010100 : 54:124 > databyte:  : T : 84
++     427:00000001 10101011: 01000001 : 41:101 > databyte:  : A : 65
++     428:00000001 10101100: 01010010 : 52:122 > databyte:  : R : 82
++     429:00000001 10101101: 01000100 : 44:104 > databyte:  : D : 68
++     430:00000001 10101110: 01000001 : 41:101 > databyte:  : A : 65
++     431:00000001 10101111: 01010100 : 54:124 > databyte:  : T : 84
++     432:00000001 10110000: 01000101 : 45:105 > databyte:  : E : 69
++     433:00000001 10110001: 00100000 : 20:040 > databyte:  :   : 32
++     434:00000001 10110010: 00100000 : 20:040 > databyte:  :   : 32
++     435:00000001 10110011: 00110011 : 33:063 > databyte:  : 3 : 51
++     436:00000001 10110100: 00110000 : 30:060 > databyte:  : 0 : 48
++     437:00000001 10110101: 00110000 : 30:060 > databyte:  : 0 : 48
++     438:00000001 10110110: 00110000 : 30:060 > databyte:  : 0 : 48
++     439:00000001 10110111: 00000000 : 00:000 > dbbyte: 0
++     440:00000001 10111000: 00100000 : 20:040 > databyte:  :   : 32
++     441:00000001 10111001: 01000011 : 43:103 > databyte:  : C : 67
++     442:00000001 10111010: 01001111 : 4F:117 > databyte:  : O : 79
++     443:00000001 10111011: 01001110 : 4E:116 > databyte:  : N : 78
++     444:00000001 10111100: 01000100 : 44:104 > databyte:  : D : 68
++     445:00000001 10111101: 01001001 : 49:111 > databyte:  : I : 73
++     446:00000001 10111110: 01010100 : 54:124 > databyte:  : T : 84
++     447:00000001 10111111: 01001001 : 49:111 > databyte:  : I : 73
++     448:00000001 11000000: 01001111 : 4F:117 > databyte:  : O : 79
++     449:00000001 11000001: 01001110 : 4E:116 > databyte:  : N : 78
++     450:00000001 11000010: 00100000 : 20:040 > databyte:  :   : 32
++     451:00000001 11000011: 01000111 : 47:107 > databyte:  : G : 71
++     452:00000001 11000100: 01010010 : 52:122 > databyte:  : R : 82
++     453:00000001 11000101: 01000101 : 45:105 > databyte:  : E : 69
++     454:00000001 11000110: 01000101 : 45:105 > databyte:  : E : 69
++     455:00000001 11000111: 01001110 : 4E:116 > databyte:  : N : 78
++     456:00000001 11001000: 00000000 : 00:000 > dbbyte: 0
++     457:00000001 11001001: 00100000 : 20:040 > databyte:  :   : 32
++     458:00000001 11001010: 01010001 : 51:121 > databyte:  : Q : 81
++     459:00000001 11001011: 01010101 : 55:125 > databyte:  : U : 85
++     460:00000001 11001100: 01000001 : 41:101 > databyte:  : A : 65
++     461:00000001 11001101: 01000100 : 44:104 > databyte:  : D : 68
++     462:00000001 11001110: 01010010 : 52:122 > databyte:  : R : 82
++     463:00000001 11001111: 01000001 : 41:101 > databyte:  : A : 65
++     464:00000001 11010000: 01001110 : 4E:116 > databyte:  : N : 78
++     465:00000001 11010001: 01010100 : 54:124 > databyte:  : T : 84
++     466:00000001 11010010: 00100000 : 20:040 > databyte:  :   : 32
++     467:00000001 11010011: 00100000 : 20:040 > databyte:  :   : 32
++     468:00000001 11010100: 00100000 : 20:040 > databyte:  :   : 32
++     469:00000001 11010101: 00100000 : 20:040 > databyte:  :   : 32
++     470:00000001 11010110: 00100000 : 20:040 > databyte:  :   : 32
++     471:00000001 11010111: 00000000 : 00:000 > dbbyte: 0
++     472:00000001 11011000: 00100000 : 20:040 > databyte:  :   : 32
++     473:00000001 11011001: 01010011 : 53:123 > databyte:  : S : 83
++     474:00000001 11011010: 01000101 : 45:105 > databyte:  : E : 69
++     475:00000001 11011011: 01000011 : 43:103 > databyte:  : C : 67
++     476:00000001 11011100: 01010100 : 54:124 > databyte:  : T : 84
++     477:00000001 11011101: 01001111 : 4F:117 > databyte:  : O : 79
++     478:00000001 11011110: 01010010 : 52:122 > databyte:  : R : 82
++     479:00000001 11011111: 00100000 : 20:040 > databyte:  :   : 32
++     480:00000001 11100000: 00100000 : 20:040 > databyte:  :   : 32
++     481:00000001 11100001: 00100000 : 20:040 > databyte:  :   : 32
++     482:00000001 11100010: 00100000 : 20:040 > databyte:  :   : 32
++     483:00000001 11100011: 00100000 : 20:040 > databyte:  :   : 32
++     484:00000001 11100100: 00100000 : 20:040 > databyte:  :   : 32
++     485:00000001 11100101: 00100000 : 20:040 > databyte:  :   : 32
++     486:00000001 11100110: 00000000 : 00:000 > dbbyte: 0
++     487:00000001 11100111: 00100000 : 20:040 > databyte:  :   : 32
++     488:00000001 11101000: 01000101 : 45:105 > databyte:  : E : 69
++     489:00000001 11101001: 01001110 : 4E:116 > databyte:  : N : 78
++     490:00000001 11101010: 01000101 : 45:105 > databyte:  : E : 69
++     491:00000001 11101011: 01010010 : 52:122 > databyte:  : R : 82
++     492:00000001 11101100: 01000111 : 47:107 > databyte:  : G : 71
++     493:00000001 11101101: 01011001 : 59:131 > databyte:  : Y : 89
++     494:00000001 11101110: 00100000 : 20:040 > databyte:  :   : 32
++     495:00000001 11101111: 00100000 : 20:040 > databyte:  :   : 32
++     496:00000001 11110000: 00100000 : 20:040 > databyte:  :   : 32
++     497:00000001 11110001: 00100000 : 20:040 > databyte:  :   : 32
++     498:00000001 11110010: 00100000 : 20:040 > databyte:  :   : 32
++     499:00000001 11110011: 00100000 : 20:040 > databyte:  :   : 32
++     500:00000001 11110100: 00100000 : 20:040 > databyte:  :   : 32
++     501:00000001 11110101: 00100000 : 20:040 > dbbyte: 32
++     502:00000001 11110110: 00000000 : 00:000 > dbbyte: 0
++     503:00000001 11110111: 00100000 : 20:040 > databyte:  :   : 32
++     504:00000001 11111000: 01010100 : 54:124 > databyte:  : T : 84
++     505:00000001 11111001: 01001111 : 4F:117 > databyte:  : O : 79
++     506:00000001 11111010: 01010010 : 52:122 > databyte:  : R : 82
++     507:00000001 11111011: 01010000 : 50:120 > databyte:  : P : 80
++     508:00000001 11111100: 01000101 : 45:105 > databyte:  : E : 69
++     509:00000001 11111101: 01000100 : 44:104 > databyte:  : D : 68
++     510:00000001 11111110: 01001111 : 4F:117 > databyte:  : O : 79
++     511:00000001 11111111: 01000101 : 45:105 > databyte:  : E : 69
++     512:00000010 00000000: 01010011 : 53:123 > databyte:  : S : 83
++     513:00000010 00000001: 00100000 : 20:040 > databyte:  :   : 32
++     514:00000010 00000010: 00100000 : 20:040 > databyte:  :   : 32
++     515:00000010 00000011: 00100000 : 20:040 > dbbyte: 32
++     516:00000010 00000100: 00000000 : 00:000 > dbbyte: 0
++     517:00000010 00000101: 00100000 : 20:040 > databyte:  :   : 32
++     518:00000010 00000110: 01010011 : 53:123 > databyte:  : S : 83
++     519:00000010 00000111: 01001000 : 48:110 > databyte:  : H : 72
++     520:00000010 00001000: 01001001 : 49:111 > databyte:  : I : 73
++     521:00000010 00001001: 01000101 : 45:105 > databyte:  : E : 69
++     522:00000010 00001010: 01001100 : 4C:114 > databyte:  : L : 76
++     523:00000010 00001011: 01000100 : 44:104 > databyte:  : D : 68
++     524:00000010 00001100: 01010011 : 53:123 > databyte:  : S : 83
++     525:00000010 00001101: 00100000 : 20:040 > databyte:  :   : 32
++     526:00000010 00001110: 00100000 : 20:040 > databyte:  :   : 32
++     527:00000010 00001111: 00100000 : 20:040 > databyte:  :   : 32
++     528:00000010 00010000: 00100000 : 20:040 > databyte:  :   : 32
++     529:00000010 00010001: 00100000 : 20:040 > databyte:  :   : 32
++     530:00000010 00010010: 00100000 : 20:040 > databyte:  :   : 32
++     531:00000010 00010011: 00100000 : 20:040 > dbbyte: 32
++     532:00000010 00010100: 00000000 : 00:000 > dbbyte: 0
++     533:00000010 00010101: 00001101 : 0D:015 > dbbyte: 13
++     534:00000010 00010110: 00001010 : 0A:012 > dbbyte: 10
++     535:00000010 00010111: 01000011 : 43:103 > databyte:  : C : 67
++     536:00000010 00011000: 01001111 : 4F:117 > databyte:  : O : 79
++     537:00000010 00011001: 01001101 : 4D:115 > databyte:  : M : 77
++     538:00000010 00011010: 01001101 : 4D:115 > databyte:  : M : 77
++     539:00000010 00011011: 01000001 : 41:101 > databyte:  : A : 65
++     540:00000010 00011100: 01001110 : 4E:116 > databyte:  : N : 78
++     541:00000010 00011101: 01000100 : 44:104 > databyte:  : D : 68
++     542:00000010 00011110: 00111111 : 3F:077 > databyte:  : ? : 63
++     543:00000010 00011111: 00000000 : 00:000 > dbbyte: 0
++     544:00000010 00100000: 00001101 : 0D:015 > dbbyte: 13
++     545:00000010 00100001: 00001010 : 0A:012 > dbbyte: 10
++     546:00000010 00100010: 01000011 : 43:103 > databyte:  : C : 67
++     547:00000010 00100011: 01001111 : 4F:117 > databyte:  : O : 79
++     548:00000010 00100100: 01010101 : 55:125 > databyte:  : U : 85
++     549:00000010 00100101: 01010010 : 52:122 > databyte:  : R : 82
++     550:00000010 00100110: 01010011 : 53:123 > databyte:  : S : 83
++     551:00000010 00100111: 01000101 : 45:105 > databyte:  : E : 69
++     552:00000010 00101000: 00100000 : 20:040 > databyte:  :   : 32
++     553:00000010 00101001: 00101000 : 28:050 > databyte:  : ( : 40
++     554:00000010 00101010: 00110001 : 31:061 > databyte:  : 1 : 49
++     555:00000010 00101011: 00101101 : 2D:055 > databyte:  : - : 45
++     556:00000010 00101100: 00111000 : 38:070 > databyte:  : 8 : 56
++     557:00000010 00101101: 00101110 : 2E:056 > databyte:  : . : 46
++     558:00000010 00101110: 00110101 : 35:065 > databyte:  : 5 : 53
++     559:00000010 00101111: 00101001 : 29:051 > databyte:  : ) : 41
++     560:00000010 00110000: 00111111 : 3F:077 > databyte:  : ? : 63
++     561:00000010 00110001: 00100000 : 20:040 > databyte:  :   : 32
++     562:00000010 00110010: 00000000 : 00:000 > dbbyte: 0
++     563:00000010 00110011: 00001101 : 0D:015 > dbbyte: 13
++     564:00000010 00110100: 00001010 : 0A:012 > dbbyte: 10
++     565:00000010 00110101: 01010111 : 57:127 > databyte:  : W : 87
++     566:00000010 00110110: 01000001 : 41:101 > databyte:  : A : 65
++     567:00000010 00110111: 01010010 : 52:122 > databyte:  : R : 82
++     568:00000010 00111000: 01010000 : 50:120 > databyte:  : P : 80
++     569:00000010 00111001: 00100000 : 20:040 > databyte:  :   : 32
++     570:00000010 00111010: 01000110 : 46:106 > databyte:  : F : 70
++     571:00000010 00111011: 01000001 : 41:101 > databyte:  : A : 65
++     572:00000010 00111100: 01000011 : 43:103 > databyte:  : C : 67
++     573:00000010 00111101: 01010100 : 54:124 > databyte:  : T : 84
++     574:00000010 00111110: 01001111 : 4F:117 > databyte:  : O : 79
++     575:00000010 00111111: 01010010 : 52:122 > databyte:  : R : 82
++     576:00000010 01000000: 00100000 : 20:040 > databyte:  :   : 32
++     577:00000010 01000001: 00101000 : 28:050 > databyte:  : ( : 40
++     578:00000010 01000010: 00110000 : 30:060 > databyte:  : 0 : 48
++     579:00000010 01000011: 00101110 : 2E:056 > databyte:  : . : 46
++     580:00000010 01000100: 00110001 : 31:061 > databyte:  : 1 : 49
++     581:00000010 01000101: 00101101 : 2D:055 > databyte:  : - : 45
++     582:00000010 01000110: 00110111 : 37:067 > databyte:  : 7 : 55
++     583:00000010 01000111: 00101110 : 2E:056 > databyte:  : . : 46
++     584:00000010 01001000: 00110111 : 37:067 > databyte:  : 7 : 55
++     585:00000010 01001001: 00101001 : 29:051 > databyte:  : ) : 41
++     586:00000010 01001010: 00111111 : 3F:077 > databyte:  : ? : 63
++     587:00000010 01001011: 00100000 : 20:040 > databyte:  :   : 32
++     588:00000010 01001100: 00000000 : 00:000 > dbbyte: 0
++     589:00000010 01001101: 00001101 : 0D:015 > dbbyte: 13
++     590:00000010 01001110: 00001010 : 0A:012 > dbbyte: 10
++     591:00000010 01001111: 01001100 : 4C:114 > databyte:  : L : 76
++     592:00000010 01010000: 00101110 : 2E:056 > databyte:  : . : 46
++     593:00000010 01010001: 01010010 : 52:122 > databyte:  : R : 82
++     594:00000010 01010010: 00101110 : 2E:056 > databyte:  : . : 46
++     595:00000010 01010011: 00100000 : 20:040 > databyte:  :   : 32
++     596:00000010 01010100: 01010011 : 53:123 > databyte:  : S : 83
++     597:00000010 01010101: 01000011 : 43:103 > databyte:  : C : 67
++     598:00000010 01010110: 01000001 : 41:101 > databyte:  : A : 65
++     599:00000010 01010111: 01001110 : 4E:116 > databyte:  : N : 78
++     600:00000010 01011000: 00100000 : 20:040 > databyte:  :   : 32
++     601:00000010 01011001: 01000110 : 46:106 > databyte:  : F : 70
++     602:00000010 01011010: 01001111 : 4F:117 > databyte:  : O : 79
++     603:00000010 01011011: 01010010 : 52:122 > databyte:  : R : 82
++     604:00000010 01011100: 00000000 : 00:000 > dbbyte: 0
++     605:00000010 01011101: 00001101 : 0D:015 > dbbyte: 13
++     606:00000010 01011110: 00001010 : 0A:012 > dbbyte: 10
++     607:00000010 01011111: 01001101 : 4D:115 > databyte:  : M : 77
++     608:00000010 01100000: 01001001 : 49:111 > databyte:  : I : 73
++     609:00000010 01100001: 01010011 : 53:123 > databyte:  : S : 83
++     610:00000010 01100010: 01010011 : 53:123 > databyte:  : S : 83
++     611:00000010 01100011: 01001001 : 49:111 > databyte:  : I : 73
++     612:00000010 01100100: 01001111 : 4F:117 > databyte:  : O : 79
++     613:00000010 01100101: 01001110 : 4E:116 > databyte:  : N : 78
++     614:00000010 01100110: 00100000 : 20:040 > databyte:  :   : 32
++     615:00000010 01100111: 01000110 : 46:106 > databyte:  : F : 70
++     616:00000010 01101000: 01000001 : 41:101 > databyte:  : A : 65
++     617:00000010 01101001: 01001001 : 49:111 > databyte:  : I : 73
++     618:00000010 01101010: 01001100 : 4C:114 > databyte:  : L : 76
++     619:00000010 01101011: 01000101 : 45:105 > databyte:  : E : 69
++     620:00000010 01101100: 01000100 : 44:104 > databyte:  : D : 68
++     621:00000010 01101101: 00101100 : 2C:054 > databyte:  : , : 44
++     622:00000010 01101110: 00100000 : 20:040 > databyte:  :   : 32
++     623:00000010 01101111: 01011001 : 59:131 > databyte:  : Y : 89
++     624:00000010 01110000: 01001111 : 4F:117 > databyte:  : O : 79
++     625:00000010 01110001: 01010101 : 55:125 > databyte:  : U : 85
++     626:00000010 01110010: 00100000 : 20:040 > databyte:  :   : 32
++     627:00000010 01110011: 01001000 : 48:110 > databyte:  : H : 72
++     628:00000010 01110100: 01000001 : 41:101 > databyte:  : A : 65
++     629:00000010 01110101: 01010110 : 56:126 > databyte:  : V : 86
++     630:00000010 01110110: 01000101 : 45:105 > databyte:  : E : 69
++     631:00000010 01110111: 00100000 : 20:040 > databyte:  :   : 32
++     632:00000010 01111000: 01010010 : 52:122 > databyte:  : R : 82
++     633:00000010 01111001: 01010101 : 55:125 > databyte:  : U : 85
++     634:00000010 01111010: 01001110 : 4E:116 > databyte:  : N : 78
++     635:00000010 01111011: 00100000 : 20:040 > databyte:  :   : 32
++     636:00000010 01111100: 01001111 : 4F:117 > databyte:  : O : 79
++     637:00000010 01111101: 01010101 : 55:125 > databyte:  : U : 85
++     638:00000010 01111110: 01010100 : 54:124 > databyte:  : T : 84
++     639:00000010 01111111: 00100000 : 20:040 > databyte:  :   : 32
++     640:00000010 10000000: 01001111 : 4F:117 > databyte:  : O : 79
++     641:00000010 10000001: 01000110 : 46:106 > databyte:  : F : 70
++     642:00000010 10000010: 00100000 : 20:040 > databyte:  :   : 32
++     643:00000010 10000011: 01010011 : 53:123 > databyte:  : S : 83
++     644:00000010 10000100: 01010100 : 54:124 > databyte:  : T : 84
++     645:00000010 10000101: 01000001 : 41:101 > databyte:  : A : 65
++     646:00000010 10000110: 01010010 : 52:122 > databyte:  : R : 82
++     647:00000010 10000111: 01000100 : 44:104 > databyte:  : D : 68
++     648:00000010 10001000: 01000001 : 41:101 > databyte:  : A : 65
++     649:00000010 10001001: 01010100 : 54:124 > databyte:  : T : 84
++     650:00000010 10001010: 01000101 : 45:105 > databyte:  : E : 69
++     651:00000010 10001011: 01010011 : 53:123 > databyte:  : S : 83
++     652:00000010 10001100: 00000000 : 00:000 > dbbyte: 0
++     653:00000010 10001101: 00001101 : 0D:015 > dbbyte: 13
++     654:00000010 10001110: 00001010 : 0A:012 > dbbyte: 10
++     655:00000010 10001111: 01001011 : 4B:113 > databyte:  : K : 75
++     656:00000010 10010000: 01000001 : 41:101 > databyte:  : A : 65
++     657:00000010 10010001: 00101101 : 2D:055 > databyte:  : - : 45
++     658:00000010 10010010: 01000010 : 42:102 > databyte:  : B : 66
++     659:00000010 10010011: 01001111 : 4F:117 > databyte:  : O : 79
++     660:00000010 10010100: 01001111 : 4F:117 > databyte:  : O : 79
++     661:00000010 10010101: 01001101 : 4D:115 > databyte:  : M : 77
++     662:00000010 10010110: 00101100 : 2C:054 > databyte:  : , : 44
++     663:00000010 10010111: 00100000 : 20:040 > databyte:  :   : 32
++     664:00000010 10011000: 01011001 : 59:131 > databyte:  : Y : 89
++     665:00000010 10011001: 01001111 : 4F:117 > databyte:  : O : 79
++     666:00000010 10011010: 01010101 : 55:125 > databyte:  : U : 85
++     667:00000010 10011011: 00100000 : 20:040 > databyte:  :   : 32
++     668:00000010 10011100: 01000011 : 43:103 > databyte:  : C : 67
